Link,Price,Address,Broker Name,Broker Phone Number,Brokerage Company,Brokerage Address,Brokerage Phone Number,Brokerage Website,MLS Number,Property Description,Location Description,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Space,Time on Realtor,Bedrooms Above Grade,Bedrooms Below Grade,Bathrooms,Features,Cooling,Heating,Exterior Finish,Storeys,Land Size,Parking Type,Appliances Included,Flooring,Basement Features,Basement Type,Building Amenities,Pool Type,Foundation Type,Style,Utility Sewer,Water,Land Frontage,Land Depth
https://www.realtor.ca/real-estate/27241208/24-zezel-way-toronto-e04-dorset-park,849990,"24 ZEZEL WAY, Toronto E04, Ontario M1P0C3",KUNTAL ROHITKUMAR PATHAK,416-400-3111,ROYAL LEPAGE FLOWER CITY REALTY,"30 TOPFLIGHT DR #11
MISSISSAUGA, Ontario L5S0A8",905-564-2100,,MLS? Number: E9235323,"Stunning Monarch Built Freehold Townhome in a very Highly Desirable Location. Very Bright & Spacious 4 Bedroom 4 Washroom. Hardwood all over. Freshly Painted and Well kept home! Open Concept. Large Kitchen with Eat in area. Granite Countertops and Backsplash with U/mount sink. Spacious & Sun Filled Hardwood Floors. Oak Floors & Cabinets. Easy access to Fenced Backyard. Finished Basement has huge window and can be converted to Bedroom with Full Washroom. All Baths have Marble Tops! Very Close Proximity TO Ellesmere Subway Station! Steps To Ttc, Hwy 401 and Scarborough Town Centre, School , Groceries, Parks& More. Seller has 2 parking rented from Toronto Parking Authority on a Monthly basis. (Details can be shared on requirement of buyers if in need of additional parking). **** EXTRAS **** S/S Fridge, Stove, S/s Dishwasher, Rangehood, Washer & Dryer. All Electrical Light Fixtures. California Blinds all over Windows. Garage Door Opener & Remote. POTL: $101.65 (36476531)",Kennedy/Ellesmere,Single Family,Row / Townhouse,Dorset Park,Freehold,4005.62,,10 days,4,1,4,,Central air conditioning,Forced air (Natural gas),Brick,3,14.76 x 90 FT,Detached Garage,,"Ceramic, Hardwood",,N/A (Finished),,,Concrete,Attached,Sanitary sewer,Municipal water,14 ft,90 ft
https://www.realtor.ca/real-estate/27241195/920-576-front-street-w-toronto-c01-waterfront-communities-c1,605000,"920 - 576 FRONT STREET W, Toronto C01, Ontario M5V1C1",KIRAN RATHOD,416-737-3161,HOMELIFE LANDMARK REALTY INC.,,905-305-1600,http://www.homelifelandmark.com/,MLS? Number: C9235310,"Beautiful 1 Bedroom at Minto Westside, located in a very desirable area. Modern chic condo less than 5 years old and walkable to all amenities, Transit at doorstep, Farmboy in the building, Steps from all the restos & nightlife in King West. Short walk to Billy Bishop Airport, CityPlace & Rogers Centre. TTC at your door. Quick access to Gardiner Expwy. (36476505)",FRONT ST AND BATHURST,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,2396.22,,10 days,1,,1,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer","Laminate, Ceramic",,,,,,,,,,
https://www.realtor.ca/real-estate/27241192/44-northey-drive-toronto-c12-st-andrew-windfields,1210000,"44 NORTHEY DRIVE, Toronto C12, Ontario M2L2S9",EDDIE WING-YIU WOO,416-321-6969,HOMELIFE/GTA REALTY INC.,"5215 FINCH AVE E UNIT 203
TORONTO, Ontario M1S0C2",416-321-6969,http://www.homelifegtarealty.com/,MLS? Number: C9235294,"Well Sought Neighborhood, Location & School Zone. Quiet Neighborhood, Easy Access To Amenities & Transit. Updated Kitchen & Bathroom, Recently Renovated On Main Floor! Great Family Room At Entry. New Outdoor Interlocking. Separate Entrance To Basement. (36476486)",Leslie St / York Mills Rd,Single Family,House,St. Andrew-Windfields,Freehold,5756.6,2,10 days,2,2,2,,Central air conditioning,Forced air (Natural gas),Brick,1,30.08 x 145 FT,,"Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings",Hardwood,"Apartment in basement, Separate entrance",N/A,,,Concrete,Semi-detached,Sanitary sewer,Municipal water,30 ft,145 ft
https://www.realtor.ca/real-estate/27241189/230-reiner-road-toronto-c06-clanton-park,2239000,"230 REINER ROAD, Toronto C06, Ontario M3H2M3",ALYSA KIM,416-960-9995,SOTHEBY'S INTERNATIONAL REALTY CANADA,"1867 YONGE STREET STE 100
TORONTO, Ontario M4S1Y5",416-960-9995,http://www.sothebysrealty.ca/,MLS? Number: C9235286,"Perfect family home in a wonderful school district. Timeless design, luxurious finishes, quality craftsmanship & attention to detail, 2975 square feet. Soaring nine foot ceilings with pot lights throughout. Open plan & abundant natural light. Gorgeous eat-in kitchen with casual dining and a massive centre island, attached to a workspace, mudroom, pantry & powder room. Huge master with a walk-in closet and spa-inspired ensuite with oversized shower, two more upstairs bedrooms with large closets and a shared bath. Upstairs laundry room. The lovely 4th main floor bedroom overlooking the front garden could also be used as a home office. A large workroom could be converted back into a nanny suite. Double garage and extra wide drive, parking for four cars. Lovely private garden oasis with gorgeous landscaping. Teach the kids to ski this winter at Earl Bales. Walking distance to Dublin Heights & William Lyon Mackenzie schools. 10-minute walk to Sheppard West subway. Premium location for a growing family's forever home. (36476475)",Sheppard and Wilson Heights,Single Family,House,Clanton Park,Freehold,9391.74,,10 days,4,,4,,Central air conditioning,Forced air (Natural gas),Vinyl siding,2,150 x 52 FT,Detached Garage,,Laminate,,N/A (Finished),Fireplace(s),,Unknown,Detached,Sanitary sewer,Municipal water,150 ft,52 ft
https://www.realtor.ca/real-estate/27241103/803-59-annie-craig-drive-toronto-w06-mimico,1198000,"803 - 59 ANNIE CRAIG DRIVE, Toronto W06, Ontario M8V0C5",NANCY TAJICK,416-450-4064,SUTTON GROUP-ADMIRAL REALTY INC.,"1206 CENTRE STREET
THORNHILL, Ontario L4J3M9",416-739-7200,http://www.suttongroupadmiral.com/,MLS? Number: W9235235,"Amazing Panoramic View Of Lake Ontario And Breathtaking Views Of Toronto Skyline - With Lake And Cn Tower Views From All Rooms. Tens Of Thousands Spent On Interior Redesign With Elegant And Exquisite Architectural Features Constructed In The Unit. Lots Of Cabinetry For Walk-In Closet, Bar Area And The Added Organizers. This 2-Bedroom Plus Den Suite Boasts 9 Ft Ceiling, 2 Bathrooms And A Beautifully Crafted Den/Bar Area With A Large Balcony. Large island with wine fridge. **** EXTRAS **** Combination Of Sophisticated And Spacious Interior, Refined And Stylish Architectural Finishes, With A Dream-Like Vistas Of The Lake And amazing View Of Toronto's Bright Night Escape, *Direct access to the 8th floor B.B.Q sky lounge area* (36476338)",Lakeshore/Parklawn,Single Family,Apartment,Mimico,Condominium/Strata,3957,,10 days,2,1,2,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Oven - Built-In, Blinds, Dishwasher, Dryer, Microwave, Oven, Refrigerator, Washer",Laminate,,,"Security/Concierge, Exercise Centre, Party Room, Recreation Centre, Visitor Parking, Storage - Locker",Indoor pool,,,,,,
https://www.realtor.ca/real-estate/27241097/239-burnhamthorpe-road-toronto-w08-islington-city-centre-west,1399000,"239 BURNHAMTHORPE ROAD, Toronto W08, Ontario M9B1Z2",SIMRAN JEET SINGH RIAR,647-281-8897,CITYSCAPE REAL ESTATE LTD.,"144 SIMCOE ST
TORONTO, Ontario M5H4E9",416-479-4488,,MLS? Number: W9235210,"Welcome To This Stunning, Spacious, And Meticulously Renovated Home. Featuring 4 Bed And 3 Baths. The Gourmet Kitchen Featuring Top Of The Line Appliances, Sleek Quartz Countertops, And Ample Storage Space. Primary Suite Features Private Walk-Out Balcony With An Amazing View. Generous Lot Size, There's Ample Room For Outdoor Enjoyment. Complete Finished Basement With A Separate Entrance. Previous Tenants was paying $2100+ utilities. Great potential to expand the current footprint or redevelop the entire property thanks to the lot size This Is An Opportunity To Own A Home That Combines Contemporary Living, Income Potential, And Future Expansion Possibilities. (36476307)",Burnhamthorpe Rd & Kipling Ave,Single Family,House,Islington-City Centre West,Freehold,4823,,10 days,4,2,3,,Central air conditioning,Forced air (Natural gas),"Stone, Vinyl siding",1.5,50 x 140 FT,Attached Garage,Water Heater,"Hardwood, Ceramic",Separate entrance,N/A (Finished),,,Concrete,Detached,Sanitary sewer,Municipal water,50 ft,140 ft
https://www.realtor.ca/real-estate/27241042/5507-10-york-street-toronto-c01-waterfront-communities-c1,795000,"5507 - 10 YORK STREET, Toronto C01, Ontario M5J2Z2",FRANCIS MAN LUN AU,647-695-1188,NU STREAM REALTY (TORONTO) INC.,"140 YORK BLVD
RICHMOND HILL, Ontario L4B3J6",647-695-1188,,MLS? Number: C9235253,"Fabulous Ten York Condo By Tridel Located In The Downtown Core; Remarkable High-Rise One Brm Plus Den 698 S.F. Unit By Waterfront With Absolute Unobstructed Panorama Lake View; +Smart Condo With Panel Security System And Keyless Entry; 24 Hours Concierge; Great Facilities Include Outdoor Pool, Sauna, Spectacular Gym, Yoga & Spinning Studios, Billiards, Theatre, Party Room And More; Step From Union Station, Commercial Centre, Supermarkets, Restaurants And All Amenities. (36476295)",York/Harbour St,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,4098.61,0,10 days,1,1,2,,Central air conditioning,Forced air (Natural gas),Concrete,,,,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings",Laminate,,,"Security/Concierge, Exercise Centre, Party Room, Sauna, Visitor Parking",Outdoor pool,,,,,,
https://www.realtor.ca/real-estate/27241040/106-114-vaughan-road-toronto-c03-forest-hill-south,549900,"106 - 114 VAUGHAN ROAD, Toronto C03, Ontario M6C2M1",PHIL CUNLIFFE,416-769-1616,RE/MAX WEST REALTY INC.,,416-769-1616,http://www.remaxwest.com/,MLS? Number: C9235232,"Discover the charm of this stylishly renovated 1920s walk-up brownstone condo in Lower Forest Hill Village, Brooklyn NYC style. This 2-bedroom unit has been completely revamped, offering not only a rare owned parking spot but also the convenience of a main floor location - no stairs or elevator needed. Nestled in a picturesque residential neighbourhood, this condo is steps to everywhere you want to be, including the subway, streetcar, Wychwood Park & Barns, Corso Italia, vibrant shopping, dining, & cafe scene. This condo is perfect for both entertaining and remote work with its spacious split-bedroom open concept layout. Enjoy plenty of storage, including custom double closets in each bedroom. The kitchen has innovative design elements including pull-out spice cabinet and large pantry. The unit also comes with exclusive extras such as the building's Bell Fibe TV package with Crave/Starz & Cloud PVR, along with high-speed 1.5 Gigabyte Fibe Unlimited Internet Service, all covered in the ALL-INCLUSIVE maintenance fees. Just Move right in and start enjoying the benefits of urban living without compromise. (36476272)",St. Clair & Bathurst,Single Family,Apartment,Forest Hill South,Condominium/Strata,1692.34,1,10 days,2,,1,,Wall unit,Heat Pump (Electric),Brick,,,,"Blinds, Dishwasher, Microwave, Range, Refrigerator, Stove",,,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27241037/172-park-home-avenue-toronto-c07-willowdale-west,1799000,"172 PARK HOME AVENUE, Toronto C07, Ontario M2R1W9",CHRISTINE MENG,437-962-6818,BESTLIVING SIGNATURE REALTY INC.,"5400 SIDELINE 32
GOODWOOD, Ontario L0C1A0",437-962-6818,,MLS? Number: C9235217,"Welcome To This Charming & Well Maintained Bungalow Situated On A 40Ft Lot With Beautiful Front & Rear Gardens To Relax And Unwind; 3 Bedrooms, Hardwood,Ceramic Tiling + California Shutters Throughout; Separate Side Entrance Leading To A Renovated Basement Offering 2 Additional Bedrooms, Laundry Room With Sink, Recreational Room With Gas Fireplace + Spacious Kitchen. Detached 1 -Car Garage And Plenty Of Parking Along Your Private Driveway.and also we updated the isolate , furnace and hwt on 2021, and updated AC on 2022. (36476254)",Sheppard Ave W & Yonge St,Single Family,House,Willowdale West,Freehold,6050,,10 days,3,2,2,,Central air conditioning,Forced air (Natural gas),Brick,1,40 x 135 FT|under 1/2 acre,Detached Garage,Water Heater,"Laminate, Ceramic, Hardwood",Separate entrance,N/A (Finished),,,Poured Concrete,Detached,Sanitary sewer,Municipal water,40 ft,135 ft
https://www.realtor.ca/real-estate/27241039/205-5-st-joseph-street-toronto-c01-bay-street-corridor,560000,"205 - 5 ST JOSEPH STREET, Toronto C01, Ontario M4Y0B6",JANE ELIZABETH GRANT,416-690-5100,ROYAL LEPAGE ESTATE REALTY,"2301 QUEEN STREET EAST
TORONTO, Ontario M4E1G7",416-690-5100,,MLS? Number: C9235229,"Modern beautifully designed one bedroom condo apartment in the Five Condos, cozy and serene, the perfect place to live in the heart of the city, terrific for investment, close to University of Toronto, Toronto MU, hospitals, the financial district, subways, shopping and restaurants, access to amazing building amenites **** EXTRAS **** Five Condos building amenities include 24 hour security, concierge, visitor parking, gym, sauna, party room, roof top patio/garden with barbecues, guest suites, lounge and more (36476268)",Yonge and Wellesley,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,2339,,10 days,1,,1,Carpet Free,Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,Underground,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer",Hardwood,,,,,,,,,,
https://www.realtor.ca/real-estate/27240985/69-adanac-drive-toronto-e08-cliffcrest,1250000,"69 ADANAC DRIVE, Toronto E08, Ontario M1M2E6",AVA PROCUNIER,416-417-0286,OUR NEIGHBOURHOOD REALTY INC.,"286 KING STREET W UNIT 101
OSHAWA, Ontario L1J2J9",905-723-5353,,MLS? Number: E9235191,"Welcome to your dream home! A stunning 3+2 bedroom, 2 bathroom brick bungalow perfect for entertainers and families.This charming property offers an abundance of natural light, creating a warm and inviting atmosphere.Inside, you'll find a beautifully renovated kitchen and updates throughout, making this home move-in ready.The side entrance provides easy access to the lower level, adding convenience and versatility. The exterior is just as impressive, with tasteful landscaping, professionally installed interlock, and flagstone. You don't need to go far for a good time; the backyard is a summer paradise with an above-ground saltwater pool,perfect for endless fun!A separate change room outbuilding and another for evening gatherings or staying dry from the rain add practicality, while a third outbuilding offers ample storage for your lawn mower and tools.Located near transit, amenities, restaurants, and within walking distance to Mason Road Public School, this home is perfect for families. Plus, you can walk to the Eglinton GO Train station in minutes, ideal for commuters. Don't miss it!! **** EXTRAS **** OFFERS ANYTIME. BSMT TENANT SIGNED N11 TO VACATE BY AUGUST 31ST 2024. MIN 24-HRS NOTICE REQUIRED FOR ALL SHOWINGS. (36476176)",Eglinton Ave E & Mason Rd,Single Family,House,Cliffcrest,Freehold,3551.24,3,10 days,3,2,2,,Central air conditioning,Forced air (Natural gas),Brick,1,50 x 150 FT ; 50.03FTX150.52FTX50.03FTX150.47FT|under 1/2 acre,,,"Parquet, Hardwood, Ceramic",Separate entrance,N/A (Finished),Fireplace(s),Above ground pool,Unknown,Detached,Sanitary sewer,Municipal water,50 ft,150 ft
https://www.realtor.ca/real-estate/27240859/1212-90-park-lawn-road-toronto-w06-mimico,829990,"1212 - 90 PARK LAWN ROAD, Toronto W06, Ontario M8Y0B6",VICK WALIA,647-281-3175,RE/MAX REALTY SPECIALISTS INC.,"6850 MILLCREEK DRIVE
MISSISSAUGA, Ontario L5N4J9",905-858-3434,,MLS? Number: W9235101,"WELCOME TO PRESTIGIOUS SOUTH BEACH CONDOS. STUNNING 2BR + DEN, 2 BATH UNIT WHERE YOU CAN ENJOY SPACIOUS LIVING AREAS, A HIGHLY FUNCTIONAL LAYOUT, AND TOP-NOTCH AMENITIES. THE SLEEK KITCHEN BOASTS MODERN APPLIANCES, CENTRE ISLAND/BREAKFAST BAR. RELAX IN THE UNOBSTRUCTED VIEW OF MESMERIZING SUNSETS. PRIMARY BR WITH PRIVATE 3PC ENSUITE AND W/I CLOSET + ORGANIZERS. AMPLE 2ND BEDROOM W/PRACTICAL AND WELL-EQUIPPED DESK AREA. COZY DEN IDEAL FOR REMOTE WORK SETUP. ABUNDANT NATURAL LIGHT IN SEPARATE LIVING AND DINING AREA. IMMERSE YOURSELF IN LUXURY OF SHORE CLUB: SPA, INDOOR AND OUTDOOR POOL, YOGA ROOMS, SQUASH & BASKETBALL COURT, THEATER ROOM, REMOTE WORK AREA, EVENT LOUNGE W/KITCHEN. 784 SQFT PLUS 55 SQFT BALCONY. **** EXTRAS **** INDULGE IN THE CONVENIENCE OF NEARBY LAKE, PARKS, RESTAURANTS, AND PUBLIC TRANSIT. EASY COMMUTE TO DOWNTOWN T.O. (36475960)",PARK LAWN RD/LAKESHORE BLVD,Single Family,Apartment,Mimico,Condominium/Strata,2846.8,,10 days,2,1,2,Balcony,Central air conditioning,Forced air (Natural gas),"Concrete, Brick",,,Underground,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings","Hardwood, Ceramic",,,"Security/Concierge, Exercise Centre, Visitor Parking, Storage - Locker",Indoor pool,,,,,,
